,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1,Hulbert.sentiment,TYVIX
2003-01-16,7.38999987,5.7,6.21,0,24.7624153545656,847.8907985595689,0.012959588999999999,0.0239632530870306,0.9478655770000001,0,1,67.009957995013,0,914.6,911.98,926.03,918.22,33.46505671,27.33,1.17999987,0,0,0.00145502045657473,32.526017360908,0.017589821000000002,1.24,1.165,-0.0634821434566254,6.0,1697.0,2.908,4.0773,100.79,-0.022498009,58.7,56.9,51.6,52020.0,14.96457149,32520.0,1733.0,3.88,0.0380747810778992,25.01,2.8874,54.7407,20.0,1.7665,1649.0,110.03,0.7,0.012318,-0.013258,-0.036723,0.387,7.77
2003-01-17,7.38999987,5.7,6.18,0,24.4203996271669,846.4061708210181,0.012959588999999999,0.0239632530870306,0.909178881,0,1,66.019596369555,0,901.78,899.02,914.6,914.6,32.99597512,27.33,1.20999987,0,0,0.0010067344685357,32.0704247882366,0.017825345,1.2,1.1520000000000001,-0.0623464707633615,6.0,1697.0,2.8399,4.0091,100.55,-0.022498009,58.7,56.9,51.6,47700.0,11.03546941,30660.0,1722.0,3.88,0.0417424052928321,25.7,2.8464,54.9382,20.0,1.7968,1001.0,33.84,0.74,0.015843,-0.016734,-0.064677,0.34,7.57
2003-01-21,7.34000015,5.7,6.13,0,24.0419476947813,846.4061708210181,0.012959588999999999,0.0239632530870306,0.836431397,0,1,64.992816192494,0,887.62,887.62,906.0,901.78,32.4897511,27.32,1.21000015,0,0,0.000558448480496666,31.5673319712154,0.018109698,1.31,1.1520000000000001,-0.0393039891724237,6.0,1835.0,2.8114,3.9703,100.23,-0.022498009,58.7,56.9,51.6,53280.0,12.01579122,31140.0,1715.0,3.88,0.0517054117122979,27.59,2.8026,55.1437,20.0,1.7777,930.0,113.03,0.43,0.018713999999999998,-0.015878,-0.056003,0.27699999999999997,7.69
2003-01-22,7.32000017,5.7,6.1,0,23.796082525669302,846.4061708210181,0.012959588999999999,0.0239632530870306,0.73771094,0,1,64.206347044332,1,878.36,877.64,889.74,887.62,32.15080527,27.32,1.22000017,0,0,0.000110162492457634,31.238518444948,0.018400348,1.26,1.1420000000000001,-0.0195847259391171,6.0,1835.0,2.7552,3.9144,100.23,-0.022498009,58.7,56.9,51.6,53880.0,15.44178442,34800.0,1704.0,3.88,0.0599780818786611,29.01,2.7739,55.193000000000005,20.0,1.7166,1080.0,81.67,0.62,0.012912999999999999,-0.015377000000000002,-0.062373000000000005,0.27699999999999997,7.31
2003-01-23,7.28000021,5.7,6.12,0,24.0443574507376,846.4061708210181,0.012959588999999999,0.0239632530870306,0.818983549,0,1,64.599581618413,2,887.34,876.89,890.25,878.36,32.467618,27.33,1.16000021,0,0,0.0,31.5583056373519,0.018204668,1.27,1.1420000000000001,-0.0496810101230801,6.0,1835.0,2.7764,3.9355,99.86,-0.022498009,58.7,56.9,51.6,34380.0,16.14881799,53280.0,1680.0,3.88,0.0515482722326333,27.53,2.8013,55.0487,20.0,1.7715,1925.0,95.18,0.6,0.014984,-0.013428,-0.060761,0.22899999999999998,7.48
2003-01-24,7.30999994,6.1,6.09,0,23.3462986179605,846.4061708210181,0.012959588999999999,0.0239632530870306,0.7353343309999999,0,1,62.902848938142995,3,861.4,859.71,887.34,887.34,31.50694952,27.34,1.21999994,0,0,0.0,30.6364434611676,0.018755561,1.21,1.127,-0.00394214549729816,6.0,1835.0,2.7892,3.9278,99.22,-0.022498009,58.7,56.9,51.6,51660.0,18.93095474,30660.0,1653.0,3.88,0.0738893365454462,31.51,2.7189,55.9797,20.0,1.8172,760.0,58.02,0.64,0.013287,-0.015752000000000002,-0.063835,0.214,7.64
2003-01-27,7.26999998,6.1,6.12,0,22.973768948106,846.4061708210181,0.012959588999999999,0.0239632530870306,0.712049719,0,1,62.043560163833,4,847.48,844.25,863.95,861.4,30.95252009,27.38,1.14999998,0,0,0.0,30.142205096328503,0.019063623999999998,1.3,1.1420000000000001,0.0117868487995623,6.0,1835.0,2.8035,3.9625,99.26,-0.022498009,58.7,56.9,51.6,39780.0,20.36018975,32580.0,1626.0,3.88,0.0925872009524147,34.69,2.6747,56.1474,20.0,1.8557,669.0,174.73,0.78,0.01544,-0.013258,-0.070003,0.057999999999999996,8.41
2003-01-28,7.25,6.1,6.12,0,23.2783875448813,846.4061708210181,0.012959588999999999,0.0239632530870306,0.83562106,0,1,62.502336625069,5,858.54,847.48,860.76,847.48,31.35646457,27.38,1.13,1,1,0.0,30.5363162062683,0.018794931,1.23,1.15,-0.00548592063606828,6.0,1835.0,2.7989,3.9683,99.48,-0.017029342,58.7,56.9,51.6,30660.0,16.22364333,53340.0,1593.0,3.88,0.0734041886642239,31.93,2.7099,56.3711,20.0,1.8617,1983.0,182.91,0.46,0.015016999999999999,-0.012725,-0.050331,0.027000000000000003,8.4
2003-01-29,7.23000002,6.1,6.09,0,23.441021692901696,846.4061708210181,0.012959588999999999,0.0239632530870306,0.9199309240000001,0,1,62.97567438997599,4,864.36,845.86,868.72,858.54,31.56902849,27.38,1.14000002,1,0,0.0,30.743933471564397,0.018756976,1.26,1.1520000000000001,-0.0192562108487459,6.0,1835.0,2.8514,4.0208,99.28,-0.017029342,58.7,56.9,51.6,31200.0,18.05547172,52320.0,1557.0,3.88,0.067169754860569,31.26,2.7279,55.9473,20.0,1.8528,1685.0,341.53,0.64,0.013932,-0.014812,-0.055799,0.057999999999999996,8.29
2003-01-30,7.23999977,6.1,6.06,0,22.910135191330298,846.4061708210181,0.012959588999999999,0.0239632530870306,0.792852896,0,1,61.482840012687,3,844.61,843.74,865.48,864.36,30.85896967,27.37,1.17999977,1,0,0.0,30.04225477499,0.019222612,1.29,1.1520000000000001,9.82885234802793e-06,6.0,1835.0,2.8015,3.9606,99.52,-0.017029342,58.7,56.9,51.6,52860.0,18.92409867,30900.0,1540.0,3.88,0.0669676531246173,31.32,2.6661,56.5735,20.0,1.821,964.0,311.15,0.7,0.015732,-0.017105000000000002,-0.071156,-0.027999999999999997,8.45
2003-01-31,7.19000006,6.1,6.04,0,23.2156862570768,846.4061708210181,0.016371381,0.0239632530870306,0.9712907120000001,0,1,62.669822202134,2,855.7,840.34,858.33,844.61,31.15034583,27.47,1.15000006,1,0,0.0,30.434989787716,0.018817343,1.33,1.148,-0.0313821387218272,6.0,1835.0,2.7933,3.9625,99.91,-0.017029342,58.7,56.9,51.6,31200.0,20.9071962,48540.0,1530.0,3.88,0.0646251151604751,31.17,2.6988,56.7103,22.0,1.8165,2202.0,126.75,0.67,0.02027,-0.018338,-0.040215,-0.02,7.95
2003-02-03,7.15999985,6.1,6.03,0,23.3457313889571,846.4061708210181,0.016371381,0.0239632530870306,1.1024138540000001,0,1,62.793621683555,1,860.32,855.7,864.64,855.7,31.19361856,27.58,1.12999985,1,0,0.0,30.5974998079326,0.018727195,1.3,1.1520000000000001,-0.0263074235907524,6.0,1835.0,2.8224,3.9916,99.9,-0.017029342,58.7,56.9,51.6,31920.0,15.98037243,34980.0,1530.0,3.88,0.0647288144355226,31.02,2.7111,56.8654,22.0,1.83,1615.0,123.07,1.1,0.014233,-0.014488999999999998,-0.06832200000000001,-0.161,8.38
2003-02-04,7.150000099999999,6.1,5.98,0,23.0214753413771,846.4061708210181,0.016371381,0.0239632530870306,1.042770659,0,1,62.174638112455995,0,848.2,840.19,860.32,860.32,30.75416969,27.58,1.1700001,0,0,0.0,30.1648381425873,0.018990721999999998,1.21,1.147,-0.0233289178360814,6.0,1835.0,2.7658,3.9199,99.14,-0.013875651000000001,58.7,56.9,51.6,37680.0,14.5826631,30660.0,1542.0,3.88,0.0745777756116919,32.76,2.6736,56.8124,22.0,1.8168,1246.0,148.89,0.78,0.014956,-0.018236000000000002,-0.07937999999999999,-0.13,8.32
2003-02-05,7.07999992,6.1,6.0,0,22.900959221100898,846.4061708210181,0.016371381,0.0239632530870306,1.002108527,0,1,61.788687103053,0,843.59,842.11,861.63,848.2,30.58701958,27.58,1.07999992,0,0,0.0,29.999229139475602,0.019269195,1.21,1.147,-0.0331723968940987,6.0,1835.0,2.8363,3.9955,99.65,-0.013875651000000001,58.7,56.9,51.6,51420.0,17.96562262,42420.0,1559.0,3.88,0.0749534353956677,33.04,2.6587,57.0787,22.0,1.8907,1318.0,133.79,1.08,0.014001,-0.01873,-0.08165900000000001,-0.13,8.47
2003-02-06,7.13000011,6.1,5.96,0,22.7578494256843,846.4061708210181,0.016371381,0.0239632530870306,1.0601246009999998,1,1,61.497402044568005,0,838.15,833.25,844.23,843.59,30.37876042,27.59,1.17000011,0,0,0.0,29.804088413523,0.019552693,1.23,1.1420000000000001,-0.0254069886009021,6.0,1835.0,2.7859,3.945,99.46,-0.013875651000000001,58.7,56.9,51.6,32820.0,20.48095694,31080.0,1577.0,3.88,0.0763182919652594,33.35,2.6409,56.8291,22.0,1.8983,1083.0,207.1,1.26,0.014669999999999999,-0.018009999999999998,-0.063431,-0.13,8.29
2003-02-07,7.09000015,6.1,5.96,0,22.5326615531505,846.4061708210181,0.016371381,0.0239632530870306,0.8929361259999999,0,1,60.747345622321994,0,829.69,826.7,845.73,838.15,30.07212758,27.59,1.13000015,0,0,0.0,29.5018758972845,0.019505345,1.21,1.137,0.008486242441235109,5.7,1835.0,2.7704,3.9294,99.57,-0.013875651000000001,58.2,57.5,51.3,50520.0,16.91570743,31440.0,1596.0,3.88,0.0797178245905198,34.01,2.6142,57.2968,22.0,1.901,978.0,146.85,0.7,0.014049,-0.017721999999999998,-0.07292799999999999,-0.13,8.3
2003-02-10,7.07000017,6.1,5.99,0,22.707767844714397,846.4061708210181,0.016371381,0.0239632530870306,0.8987689059999999,0,1,61.17699292232,0,835.97,823.53,837.16,829.69,30.29974628,27.59,1.08000017,0,0,0.0,29.7236875189497,0.019379248,1.25,1.15,0.0188727613258615,5.7,1835.0,2.7951,3.9643,100.27,-0.013875651000000001,58.2,57.5,51.3,36480.0,16.67497015,43020.0,1610.0,3.88,0.0789507221095109,33.99,2.6337,57.516999999999996,22.0,1.9397,1763.0,198.13,1.1,0.015186000000000002,-0.016962,-0.079884,-0.161,8.61
2003-02-11,7.099999900000001,6.1,5.97,0,22.5283876001346,846.4061708210181,0.016371381,0.0239632530870306,0.9255272729999999,0,1,60.754629187001,0,829.2,825.09,843.02,835.97,30.05436752,27.59,1.1299999,0,0,0.0,29.4816054586025,0.019514448,1.22,1.1520000000000001,0.0205317957826185,5.7,1835.0,2.7872,3.9566,100.39,-0.013875651000000001,58.2,57.5,51.3,51240.0,13.80381111,36720.0,1627.0,3.88,0.0776061184059616,33.68,2.6121,57.1254,22.0,1.9426,1221.0,144.31,0.67,0.018746000000000002,-0.018463999999999998,-0.07191900000000001,-0.192,8.31
2003-02-12,7.11000013,6.1,5.97,0,22.247033165651498,846.4061708210181,0.016371381,0.0239632530870306,0.883065062,0,1,59.786107332416,0,818.68,818.49,832.12,829.2,29.68382886,27.58,1.14000013,0,0,0.0,29.106122976598,0.020125531000000002,1.23,1.15,0.0265729895644583,5.7,1835.0,2.7489,3.9081,100.51,-0.013875651000000001,58.2,57.5,51.3,54000.0,16.2261311,31140.0,1639.0,3.88,0.0819460738631418,34.33,2.5793,57.1974,22.0,1.9136,890.0,474.62,0.7,0.014508000000000002,-0.017946,-0.070828,-0.192,8.36
2003-02-13,7.09000015,6.1,5.94,0,22.215940666034303,846.4061708210181,0.016371381,0.0239632530870306,0.922491042,0,1,59.96816003883799,0,817.37,806.29,821.25,818.68,29.75500546,27.47,1.15000015,0,0,0.0,29.0583453502535,0.019822773000000002,1.28,1.147,0.0335619088428262,5.7,1835.0,2.7178,3.8769,99.59,-0.013875651000000001,58.2,57.5,51.3,48420.0,17.97029527,52260.0,1659.0,3.88,0.0768263093741053,33.7,2.5759,57.1819,22.0,1.9088,1292.0,293.17,1.05,0.014844,-0.016142,-0.070849,-0.192,8.79
2003-02-14,7.05999994,6.1,5.99,0,22.6967261192565,850.4391544200729,0.016371381,0.0239632530870306,1.065486967,0,1,61.278942437916,0,834.89,815.03,834.89,817.37,30.38173217,27.48,1.06999994,0,0,0.0,29.679796638298896,0.019310424,1.3,1.151,-0.00439379285434464,5.7,1835.0,2.7918,3.9610000000000003,100.04,-0.013875651000000001,58.2,57.5,51.3,40140.0,21.03940351,54000.0,1673.0,3.88,0.0682254076330965,32.62,2.6310000000000002,57.9096,22.0,1.9943,1950.0,147.79,0.79,0.015719,-0.015913999999999998,-0.058561,-0.2,8.89
2003-02-18,7.11000013,6.1,5.98,0,23.0426488296075,850.4391544200729,0.016371381,0.0239632530870306,1.098808156,0,1,62.356690818878,0,851.17,834.89,852.87,834.89,30.97416303,27.48,1.13000013,0,0,0.0,30.1244103258996,0.018974282,1.35,1.155,-0.0138650137017563,5.7,1835.0,2.7803,3.9494,100.53,-0.013875651000000001,58.2,57.5,51.3,30660.0,12.91081836,43500.0,1709.0,3.87,0.0584132492099117,31.11,2.6817,57.9219,22.0,1.9494,2253.0,137.36,0.7,0.015686000000000002,-0.016274,-0.063927,-0.2,8.83
2003-02-19,7.099999900000001,6.1,5.95,1,22.8838234141936,850.4391544200729,0.016371381,0.0222726356091236,1.104812799,0,1,62.028998131952,1,845.13,838.79,851.17,851.17,30.75436681,27.48,1.1499999,0,0,-0.0013524939823256,29.909061191644202,0.019273224,1.24,1.157,-0.0232646964304404,5.7,1850.0,2.7131,3.8825,100.0,-0.013875651000000001,58.2,57.5,51.3,50700.0,12.59586209,30660.0,1728.0,3.87,0.0595061998265324,31.31,2.6630000000000003,58.027,22.0,1.9387,1133.0,91.16,0.71,0.014348,-0.013366,-0.052205999999999995,-0.2,8.53
2003-02-20,7.03999996,6.1,5.93,0,22.671034348563598,850.4391544200729,0.016371381,0.0222726356091236,1.1642452209999998,0,1,61.410020386540005,2,837.1,836.56,849.37,845.13,30.46215429,27.48,1.10999996,0,0,-0.0010143704867442,29.6234483693883,0.019423665,1.25,1.157,-0.000107623541344852,5.7,1850.0,2.6878,3.8673,99.55,-0.013875651000000001,58.2,57.5,51.3,49920.0,11.71492185,31380.0,1745.0,3.87,0.0587010067619046,31.16,2.6375,58.3264,22.0,2.0155,1400.0,173.91,0.79,0.014284,-0.013206,-0.064093,-0.2,8.57
2003-02-21,7.03000021,5.4,5.97,0,22.9755422934726,850.4391544200729,0.016371381,0.0255711542677881,1.24066122,0,1,62.028998131952,3,848.17,831.48,852.28,837.1,30.86499272,27.48,1.06000021,0,0,0.00196256793576879,30.0136069969934,0.019149298000000002,1.21,1.167,-0.0035188709179850004,5.7,1850.0,2.7088,3.8882,100.09,-0.013875651000000001,58.2,57.5,51.3,34200.0,17.61452045,48720.0,1758.0,3.87,0.052767327123528,30.25,2.6689999999999996,58.582,22.0,2.0097,2168.0,171.85,0.74,0.01617,-0.016812999999999998,-0.0626,-0.13,8.23
2003-02-24,7.05999994,5.4,5.95,0,22.557818115686,850.4391544200729,0.016371381,0.0255711542677881,1.10671414,0,1,61.024069377137,4,832.58,832.16,848.17,848.17,30.23166304,27.54,1.10999994,0,0,0.00164098769961729,29.460589073280502,0.019508215,1.25,1.172,0.00322769041993821,5.7,1850.0,2.6549,3.8445,99.66,-0.013875651000000001,58.2,57.5,51.3,48660.0,12.98722272,30660.0,1767.0,3.87,0.0637336592985416,31.98,2.6211,58.9863,22.0,2.03,958.0,135.08,0.51,0.01457,-0.015394999999999999,-0.064331,-0.13,8.08
2003-02-25,7.03000021,5.4,5.92,0,22.724725083449503,850.4391544200729,0.016371381,0.0255711542677881,1.045799138,0,1,61.511969173924996,5,838.57,818.54,839.55,832.58,30.44916485,27.54,1.11000021,1,0,0.0013194074634658,29.671107452231897,0.019368532,1.28,1.175,-0.0207995080420222,5.7,1850.0,2.63,3.8198,99.86,-0.013875651000000001,58.2,57.5,51.3,33540.0,19.97798531,53460.0,1768.0,3.87,0.0613570295626883,31.74,2.6402,58.3165,22.0,2.0349,1784.0,102.37,0.56,0.013796000000000001,-0.015561000000000002,-0.071127,-0.13,8.01
2003-02-26,6.98999977,5.4,5.89,0,22.430642162773104,850.4391544200729,0.016371381,0.0255711542677881,1.0344449,0,1,60.616267673699,4,827.55,826.68,840.1,838.57,30.04901961,27.54,1.09999977,1,0,0.000659703731732898,29.2797084678725,0.019935907,1.28,1.182,0.00229237179020891,5.7,1850.0,2.5752,3.765,99.62,-0.013875651000000001,58.2,57.5,51.3,52440.0,15.87670387,34200.0,1767.0,3.87,0.0638065054852083,31.94,2.6054,58.4307,22.0,1.9769,1142.0,189.05,0.71,0.014856999999999999,-0.016225,-0.074089,-0.13,8.05
2003-02-27,6.96000004,5.4,5.86,0,22.699006095419804,850.4391544200729,0.016371381,0.0255711542677881,1.0780206159999999,0,1,61.417298125532,3,837.28,827.55,842.19,827.55,30.46870451,27.48,1.10000004,1,0,0.0,29.622624915599697,0.019297499,1.31,1.182,-0.0192597261137489,5.7,1850.0,2.5469999999999997,3.7367,99.81,-0.0043806259999999994,58.2,57.5,51.3,32580.0,18.39352362,36240.0,1763.0,3.87,0.0550345123913156,30.53,2.6365,58.7398,22.0,1.9644,2053.0,183.06,0.44,0.014057,-0.01425,-0.070754,-0.13,8.05
2003-02-28,6.96000004,5.4,5.83,0,22.8085467612532,850.4391544200729,0.016371381,0.0255711542677881,1.0325465390000002,0,1,61.825100557180996,2,841.15,837.28,847.0,837.28,30.54284677,27.54,1.13000004,1,0,0.0,29.7581578338883,0.019187755,1.33,1.175,-0.0190138245345279,5.7,1850.0,2.5001,3.6897,99.71,-0.0043806259999999994,58.2,57.5,51.3,53220.0,15.22002043,33420.0,1764.0,3.87,0.051461091731722,29.63,2.6452,58.8322,22.0,1.9714,1778.0,204.15,0.5,0.014496,-0.014884999999999999,-0.072962,-0.13,8.26
2003-03-03,6.92000008,5.4,5.83,0,22.6412136964465,850.4391544200729,0.016371381,0.0255711542677881,1.109225589,0,1,61.235245419109994,1,834.81,832.74,852.34,841.15,30.30163339,27.55,1.09000008,1,0,0.0,29.532582751101398,0.019320923,1.33,1.172,-0.033724765334741,5.7,1850.0,2.4934,3.6728,99.1,-0.0043806259999999994,58.2,57.5,51.3,52380.0,14.24587413,32460.0,1762.0,3.87,0.0563249509496829,30.43,2.6242,58.9788,22.0,1.9548,1479.0,180.7,0.62,0.015406999999999999,-0.015352000000000001,-0.074405,-0.13,8.01
2003-03-04,6.90999985,5.4,5.82,0,22.2980318729843,850.4391544200729,0.016371381,0.0255711542677881,1.005541469,0,1,60.259445825534,0,821.99,821.96,835.43,834.81,29.84713145,27.54,1.08999985,0,0,0.0,29.077988624469103,0.019597233999999998,1.2,1.165,-0.0275483830728242,5.7,1850.0,2.4669,3.6465,99.13,-0.0043806259999999994,58.2,57.5,51.3,53940.0,10.53639816,30720.0,1754.0,3.87,0.0670687135669543,31.83,2.5846,58.8741,22.0,1.9392,1029.0,167.46,0.8,0.015081,-0.017175,-0.09094,-0.13,8.0
2003-03-05,6.900000099999999,5.4,5.81,0,22.5158050805542,850.4391544200729,0.016371381,0.0255711542677881,1.091830076,0,1,60.769191218882,0,829.85,819.0,829.87,821.99,30.1325345,27.54,1.0900001,0,0,0.0,29.3546340403193,0.019728251999999998,1.22,1.1520000000000001,-0.0292889305559346,5.7,1850.0,2.4584,3.6278,98.28,-0.0043806259999999994,58.2,57.5,51.3,36180.0,15.77927378,54000.0,1749.0,3.87,0.0579508948850268,30.38,2.6092,59.0296,22.0,1.9311,1646.0,152.34,0.66,0.01636,-0.020988999999999997,-0.097743,-0.13,7.94
2003-03-06,6.88000011,5.4,5.83,0,22.3100406632695,850.4391544200729,0.016371381,0.0255711542677881,0.980292178,1,1,60.259445825534,0,822.1,819.85,829.85,829.85,29.85112564,27.54,1.05000011,0,0,0.0,29.0793365013211,0.019721032,1.23,1.147,0.0130928458898082,5.7,1850.0,2.4967,3.6558,98.31,-0.004219181,58.2,57.5,51.3,48420.0,14.20534735,34440.0,1748.0,3.87,0.0642160628623848,31.37,2.5847,58.9691,22.0,1.9593,1129.0,238.79,1.19,0.015237,-0.017957,-0.08702,-0.13,8.0
2003-03-07,6.90999985,5.4,5.82,0,22.498848881115602,850.4391544200729,0.016371381,0.0255711542677881,0.953520513,0,1,60.67452599617501,0,828.89,811.23,829.55,822.1,30.08675136,27.55,1.08999985,0,0,0.0,29.3182724902919,0.019538793,1.2,1.097,0.00944236220469661,5.8,1850.0,2.5325,3.6406,98.04,-0.004219181,51.9,65.5,48.8,30960.0,20.78259855,53700.0,1753.0,3.87,0.0621108214423607,31.08,2.6057,58.8272,22.0,1.9861,1679.0,191.46,0.64,0.016797,-0.018025,-0.084175,-0.192,8.05
